q_id,question,collection
bnss_2023_145_1_0,"Under BNSS section 145(2), within how many months must an application be made to set aside an ex parte order, and what additional terms may accompany such an order?",collection_new
bnss_2023_145_1_0,"According to BNSS section 145(2), what action may the Magistrate take if the person against whom the maintenance order is proposed wilfully avoids service or fails to attend?",collection_new
bnss_2023_145_1_0,"How should evidence be recorded in these proceedings, and what standard is applied for recording as prescribed for summons-cases?",collection_new
bnss_2023_497_7_0,"Under BNSS CHAPTER XXIX, Sec. 497(4), what are the three exemptions that permit enforcing an order under sub-section (1) without the default two-month delay?",collection_new
bnss_2023_497_7_0,"In BNSS Sec. 497(4), what is the default waiting period before enforcing an order under sub-section (1) when none of the exemptions apply and no appeal is filed?",collection_new
bnss_2023_497_7_0,"If an appeal is filed and the property is not exempt, what happens to the enforcement timing of the order under sub-section (1)?",collection_new
bnss_2023_497_7_0,"Which specific exemption in BNSS 497(4) relates to bonds, and under which sub-section is that bond created?",collection_new
bnss_2023_497_7_0,"Provide the exact citation for the rule described in the chunk, including chapter, section, and sub-section.",collection_new
bnss_2023_142_10_0,How is an order made under sections 139 to 142 treated in relation to orders made under section 125 or section 136 according to the text?,collection_new
bnss_2023_142_10_0,"Under Section 144(1), which categories of persons may a Magistrate of the first class order to pay a monthly maintenance if neglect or refusal to maintain is proven?",collection_new
bnss_2023_142_10_0,"Why does clause (c) exclude married daughters from its disability-based maintenance provision, and which category of child does it apply to instead?",collection_new
bnss_2023_142_10_0,Under what condition may the Magistrate order the father of a female child to provide maintenance until she reaches majority?,collection_new
bnss_2023_142_10_0,"During the pendency of maintenance proceedings, what power allows for interim maintenance, and who is specified as the recipient in this interim arrangement?",collection_new
bnss_2023_502_2_0,"According to BNSS §502(3), an order made under sub-section (1) is to have Section 500 applied to it in the same manner as an order under which section?",collection_new
bnss_2023_502_2_0,Which two sections are linked by the clause in BNSS §502(3) to determine how Section 500 is applied?,collection_new
bnss_2023_502_2_0,"If an order is issued under sub-section (1) of BNSS, how should Section 500 be applied to that order relative to an order under section 499?",collection_new
bnss_2023_502_2_0,Which chapter is indicated in the metadata for this BNSS provision?,collection_new
bnss_2023_502_2_0,What is the section number of the BNSS provision that states the relationship between orders under sub-section (1) and orders under section 499?,collection_new
bnss_2023_68_1_0,"In BNSS section 68(2), what does the signature indicate about the service that was performed?",collection_new
bnss_2023_68_1_0,Which BNSS subsection states that a signature can serve as proof of service?,collection_new
bnss_2023_68_1_0,"According to BNSS, what is the legal effect of obtaining the signature on service performed?",collection_new
bnss_2023_68_1_0,How does BNSS 68(2) relate the signature to the verification of due service?,collection_new
bnss_2023_68_1_0,What is the evidentiary role assigned to the signer's signature under BNSS section 68?,collection_new
bnss_2023_129_4_0,"Under BNSS §129(5), when two or more persons are associated with the matter under inquiry, what options does the Magistrate have regarding the number of inquiries?",collection_new
bnss_2023_129_4_0,"In BNSS §129(5), who decides whether co-associated individuals are to be dealt with in a single inquiry or in separate inquiries?",collection_new
bnss_2023_129_4_0,What condition triggers BNSS §129(5) to permit handling multiple persons in the inquiry either together or separately?,collection_new
bnss_2023_129_4_0,How does the phrase 'as the Magistrate shall think just' affect the decision-making about inquiries involving multiple persons in BNSS §129(5)?,collection_new
bnss_2023_129_4_0,What is the formal citation for the provision that allows joint or separate inquiries for two or more persons in BNSS?,collection_new
bnss_2023_523_17_12,What is the formal designation of the document used to recover an unpaid fine (Form No. 45)?,collection_new
bnss_2023_523_17_12,Who is the warrant’s recipient as named in Form No. 45?,collection_new
bnss_2023_523_17_12,Under what condition may the attached movable property be sold to recover the fine?,collection_new
bnss_2023_523_17_12,"After execution, what must be returned to the issuing authority and what should the accompanying endorsement certify?",collection_new
bnss_2023_523_17_12,Which section number is referenced in connection with the warrant for recovery of fine?,collection_new
bnss_2023_523_17_5,What is the form number and title of the document that orders the production of a prisoner for giving evidence?,collection_new
bnss_2023_523_17_5,Which section is cited as the basis for Form No. 38?,collection_new
bnss_2023_523_17_5,Who is the recipient of the order as specified in Form No. 38?,collection_new
bnss_2023_523_17_5,What condition about the named prisoner justifies issuing the order in Form No. 38?,collection_new
bnss_2023_523_17_5,What approval is required for the High Court to exercise its power under section 523(1) according to this chunk?,collection_new
bnss_2023_70_1_0,"According to BNSS §70(2), which document may be attached to the duplicate of the summons?",collection_new
bnss_2023_70_1_0,"After attachment, to which entity should the affidavit be returned?",collection_new
bnss_2023_70_1_0,Which copy of the summons is referenced for attachment under BNSS §70(2)?,collection_new
bnss_2023_70_1_0,Is attaching the affidavit to the summons duplicate described as optional or mandatory in BNSS §70(2)?,collection_new
bnss_2023_70_1_0,What term does BNSS §70(2) use to refer to the affidavit eligible for attachment?,collection_new
bnss_2023_113_1_0,"In BNSS section 113(2), which officials are tasked with forwarding the evidence gathered under subsection (1) to the Central Government?",collection_new
bnss_2023_113_1_0,"What items must be forwarded under BNSS section 113(2): the evidence from subsection (1), authenticated copies, or the physical material, to the Central Government?",collection_new
bnss_2023_113_1_0,To which recipient does the Central Government transmit the forwarded materials under BNSS 113(2)?,collection_new
bnss_2023_113_1_0,Who determines the manner of forwarding the materials to the Central Government as per BNSS 113(2)?,collection_new
bnss_2023_113_1_0,The obligation in BNSS 113(2) applies to evidence collected under which sub-section?,collection_new
bnss_2023_18_21_0,"Under BNSS CHAPTER III, which official is exempt from the section's provisions when performing the functions of a Public Prosecutor?",collection_new
bnss_2023_18_21_0,"Which chapter heading is indicated in this excerpt, related to the powers of the courts?",collection_new
bnss_2023_18_21_0,Name the three entities named as subject to the provision in section 18.,collection_new
bnss_2023_18_21_0,What is the law name abbreviation given in the metadata for this chunk?,collection_new
bnss_2023_18_21_0,What is the chunk_id assigned to this BNSS text fragment?,collection_new
bnss_2023_254_2_0,What discretionary powers does the Judge have under BNSS §254(3) regarding cross-examination timing?,collection_new
bnss_2023_254_2_0,"Under BNSS §254(3), when may cross-examination be deferred?",collection_new
bnss_2023_254_2_0,"Under BNSS §254(3), is the Judge allowed to recall a witness for further cross-examination?",collection_new
bnss_2023_254_2_0,Who exercises the discretion to defer or recall cross-examination under BNSS §254(3)?,collection_new
bnss_2023_254_2_0,How does BNSS §254(3) affect the order in which witnesses are cross-examined?,collection_new
bnss_2023_142_7_0,"Under BNSS §142(8), what two prerequisites must be satisfied for a prisoner remanded under §142(7) to be released, and to whom must the security be posted?",collection_new
bnss_2023_142_7_0,Who is authorized to receive the security for release under BNSS §142(8) - the Court or Magistrate who issued the original order or their successor?,collection_new
bnss_2023_142_7_0,"In BNSS §142(8), what does the phrase 'unexpired portion aforesaid' refer to in practical terms?",collection_new
bnss_2023_142_7_0,Which sub-section's remand is the trigger for the release mechanism described in BNSS §142(8)?,collection_new
bnss_2023_142_7_0,How does BNSS §142(8) relate the release to the provisions of section 141?,collection_new
bnss_2023_1_2_3,"According to BNSS 2023, who is included in the definition of 'victim' besides the person who suffers the loss or injury?",collection_new
bnss_2023_1_2_3,"Under BNSS 2023, how is a 'warrant-case' defined in terms of the maximum punishment that can be imposed?",collection_new
bnss_2023_1_2_3,What is the short title of the act as stated in Section 1 of BNSS 2023?,collection_new
bnss_2023_1_2_3,"Within Section 1 of BNSS 2023, which subsections define the terms 'victim' and 'warrant-case'?",collection_new
bnss_2023_1_2_3,"What year is shown in the title Bharatiya Nagarik Suraksha Sanhita, 2023?",collection_new
bnss_2023_243_4_2,"Under BNSS 2023, if a forged document is used as genuine evidence to convict a public servant under section 201, what separate offences may the accused be charged with and which sections define them?",collection_new
bnss_2023_243_4_2,"In a robbery scenario where the offender also deliberately causes hurt to the victim, which sub-sections of sections 115 and 309 specify the separate charges that may be brought?",collection_new
bnss_2023_243_4_2,What is the purpose of BNSS 2023 Section 243(1) with respect to trials involving a single series of acts that form the same transaction?,collection_new
bnss_2023_243_4_2,"When the facts could prove more than one offence, what charging options are permitted under BNSS 2023 to handle the uncertainty?",collection_new
bnss_2023_243_4_2,"Which statutes are referenced in relation to the offences arising from forged evidence and from robbery in the excerpt, including any cross-references to sections 233, 340(2), and 337?",collection_new
bnss_2023_83_1_0,"Under BNSS §83(2), is it permissible for a police officer to take security under section 73, or is it barred?",collection_new
bnss_2023_83_1_0,What condition must be present for a court to publish a Proclamation under Proclamation 84(1)?,collection_new
bnss_2023_83_1_0,What details must the proclamation specify regarding the appearance time and place?,collection_new
bnss_2023_83_1_0,What is the minimum interval between the proclamation's publication and the appearance date?,collection_new
bnss_2023_83_1_0,Who has the authority to publish the written proclamation described in Proclamation 84(1)?,collection_new
bnss_2023_514_4_0,"Under BNSS, 514(2), when prosecution for an offence is stayed by an injunction or order, which three elements are excluded from the computation of the limitation period?",collection_new
bnss_2023_514_4_0,"What event triggers the exclusion of time from the limitation period under BNSS Chapter XXIX, §514(2)?",collection_new
bnss_2023_514_4_0,"In BNSS §514(2), how should the period of the continuance of the injunction or order be treated for limitation purposes?",collection_new
bnss_2023_514_4_0,"If an injunction is issued on May 1, remains in effect through May 15, and is withdrawn on May 16, which dates are excluded from the limitation period under BNSS §514(2)?",collection_new
bnss_2023_514_4_0,What is the chapter and section citation for the rule about excluding time when prosecution is stayed in BNSS?,collection_new
bnss_2023_502_0_0,"According to BNSS CHAPTER XXIX, section 502(1), when may the court order restoration of possession of immovable property to a person dispossessed due to coercion?",collection_new
bnss_2023_502_0_0,What condition must be shown about the dispossession for the restoration order to be warranted?,collection_new
bnss_2023_502_0_0,What power does the court have to evict other occupants who may be in possession of the property after issuing the restoration order?,collection_new
bnss_2023_502_0_0,"What is the maximum time limit after conviction for making such an order, as specified in BNSS 502(1)?",collection_new
bnss_2023_502_0_0,Identify the three forms of coercion listed in BNSS 502(1) that can lead to a dispossession and potential restoration.,collection_new
bnss_2023_273_6_0,BNSS section 273(7) identifies two checkpoints that delay compensation payments when a case is subject to appeal under sub-section (6). What are these two milestones?,collection_new
bnss_2023_273_6_0,"Under BNSS §273(7), in a case that is not subject to appeal, how long must pass after the order date before the compensation can be paid?",collection_new
bnss_2023_273_6_0,"According to BNSS §273(7), if an appeal is filed but not yet decided, when can the compensation be paid to the accused?",collection_new
bnss_2023_273_6_0,"What is the contrast in timing for paying compensation between cases that are subject to appeal and those that are not, as stated in BNSS §273(7)?",collection_new
bnss_2023_273_6_0,Which act and section in the provided text govern the timing of compensation payments to an accused person?,collection_new
bnss_2023_180_2_0,"Under BNSS 2023 Chapter 180(3), what can a police officer do with statements made during an examination, and what recording and record-keeping requirements apply for each person whose statement is recorded?",collection_new
bnss_2023_180_2_0,"What recording options are allowed for statements (including audio-video) under BNSS 180(3), and what special requirement is triggered when the alleged offense involves a woman under BNSS sections 64–71, 74–79, or 124?",collection_new
bnss_2023_180_2_0,"Who is authorized to record a woman's statement if an offense under BNSS sections 64–71, 74–79, or 124 is alleged?",collection_new
bnss_2023_180_2_0,What restriction does BNSS 181(1) place on signing a statement reduced to writing that a person gave to a police officer during an investigation?,collection_new
bnss_2023_180_2_0,"How are written statements treated for use in inquiries or trials under BNSS 2023, and what conditions permit the accused or the prosecution to use parts of such statements to contradict a witness?",collection_new
bnss_2023_449_2_0,"Under BNSS CHAPTER XXIX §449(3), after a Sessions Judge withdraws or recalls a case or appeal under sub-section (1) or (2), what are the three ways the case or appeal may proceed?",collection_new
bnss_2023_449_2_0,"According to §449(3), can the judge try the case in his own Court?",collection_new
bnss_2023_449_2_0,"According to §449(3), can the judge hear the appeal himself?",collection_new
bnss_2023_449_2_0,"If the judge chooses to transfer, to what type of court is the case or appeal sent and for what purpose?",collection_new
bnss_2023_449_2_0,Which document's provisions govern the transfer to another Court under §449(3)?,collection_new
bnss_2023_374_3_0,"In BNSS 2023, Section 374(4) imposes a reporting duty on which authority, and to which body must the report be submitted?",collection_new
bnss_2023_374_3_0,What action must the Magistrate or Court report under Section 374(4) of BNSS 2023?,collection_new
bnss_2023_374_3_0,To whom must the Magistrate or Court deliver the report described in Section 374(4) of BNSS 2023?,collection_new
bnss_2023_374_3_0,Section 374(4) of BNSS 2023 references sub-section (1). What does the reporting obligation pertain to regarding sub-section (1)?,collection_new
bnss_2023_374_3_0,Which section of the BNSS 2023 text contains the directive that the Magistrate or Court must report the action under sub-section (1) to the State Government?,collection_new
bnss_2023_356_10_0,"Under BNSS 2023 Table, which section governs the compounding of the offence described as a word, gesture or act intended to insult a woman’s modesty, and who is eligible to compound it?",collection_new
bnss_2023_356_10_0,"In the offence of marrying again during the lifetime of a husband or wife, which section applies for compounding, and who may compound it?",collection_new
bnss_2023_356_10_0,"For the offence of causing miscarriage, which section governs compounding, and who is authorized to compound it?",collection_new
bnss_2023_356_10_0,"For the offence of voluntarily causing hurt, which section applies for compounding, and who may compound it?",collection_new
bnss_2023_356_10_0,"For the offence of assault or criminal force in attempting to confine a person, which section governs compounding, and who is eligible to compound it?",collection_new
bnss_2023_3_7_0,"Under BNSS Section 3, can the High Court appoint a Sessions Judge from one division to also act as an Additional Sessions Judge in another division?",collection_new
bnss_2023_3_7_0,"When a Sessions Judge is designated as Additional Sessions Judge for another division, what additional role is created for him?",collection_new
bnss_2023_3_7_0,"As Additional Sessions Judge in the second division, where may he preside over case disposal?",collection_new
bnss_2023_3_7_0,Which entity has the authority to direct the specific place or places in the other division where he may sit?,collection_new
bnss_2023_3_7_0,Which body is responsible for enacting the cross-division assignment described in BNSS Section 3?,collection_new
bnss_2023_39_0_0,"Under BNSS, Section 39(1), what may a police officer do if a person refuses to reveal his name and residential address on demand?",collection_new
bnss_2023_39_0_0,"According to BNSS Section 39(1), what are the two grounds that justify arrest to ascertain a person's name and residence?",collection_new
bnss_2023_39_0_0,BNSS Section 39(1) applies when a person is accused of committing which category of offence?,collection_new
bnss_2023_39_0_0,What is the stated objective of arrest under BNSS Section 39(1)?,collection_new
bnss_2023_39_0_0,"If the name or residence provided is suspected to be false, what may the officer do under BNSS Section 39(1)?",collection_new
bnss_2023_514_2_0,"In BNSS, how is the limitation period determined when multiple offences may be tried together, according to section 514?",collection_new
bnss_2023_514_2_0,"According to the Explanation to section 514, what dates serve as the relevant date for computing the period of limitation, and which sections correspond to filing or recording?",collection_new
bnss_2023_514_2_0,"Under BNSS Section 515(1)(a), on what date does the period of limitation commence?",collection_new
bnss_2023_514_2_0,"Under BNSS Section 515(1)(b), if the offence was not known to the aggrieved person or to any police officer at the time, when does the limitation period start?",collection_new
bnss_2023_514_2_0,"Under BNSS Section 515(1)(c), if the identity of the offender is not known, when does the limitation period commence?",collection_new
bnss_2023_365_8_0,"According to BNSS section 365(5), what must the Magistrate determine when informed that the person described in sub-section (2) has an intellectual disability?",collection_new
bnss_2023_365_8_0,"If the accused is found unable to enter a defence due to intellectual disability, what two actions must the Magistrate take under BNSS section 365(5)?",collection_new
bnss_2023_365_8_0,"Under BNSS section 365(5), which section provides the procedure for disposing of the accused after the inquiry is closed due to incapacity?",collection_new
bnss_2023_365_8_0,"Under BNSS section 365(5), what condition of the person described in sub-section (2) triggers the Magistrate’s further determination?",collection_new
bnss_2023_365_8_0,"In BNSS section 365(5), what is stated about who is referred to by the phrase 'the person referred to in sub-section (2)'?",collection_new
bnss_2023_154_0_0,"Under BNSS Sec. 154, what action must the person named in the order take if the order directs a specific act?",collection_new
bnss_2023_154_0_0,"If the directed act cannot be performed, what two alternatives does BNSS Sec. 154 allow the respondent to choose?",collection_new
bnss_2023_154_0_0,"Besides performing the act or showing cause, what additional obligation does Sec. 154 place on the respondent regarding the proceeding?",collection_new
bnss_2023_154_0_0,How may the appearance or hearing required by BNSS Sec. 154 be conducted?,collection_new
bnss_2023_154_0_0,Who is the subject of BNSS Sec. 154's directives—the person who must comply with or respond to the order?,collection_new
bnss_2023_523_4_29,"Section 224 prescribes up to how many years' imprisonment for threatening to injure a public servant, and may also involve a fine; is the offense cognizable and is it bailable?",collection_new
bnss_2023_523_4_29,"In Section 225, what penalty is imposed for threatening a person to refrain from applying for protection to a public servant, and what are its cognizability and bail status?",collection_new
bnss_2023_523_4_29,"Section 226 criminalizes attempting to commit suicide; what is the penalty, and how is the offense classified in terms of cognizability and bail, and which court may try it?",collection_new
bnss_2023_523_4_29,"Section 229(1) punishes intentionally giving or fabricating false evidence in a judicial proceeding; what are the imprisonment term, the fine amount, and the court/jurisdiction?",collection_new
bnss_2023_523_4_29,Section 230(2) describes the consequence if an innocent person is thereby convicted and executed due to false evidence; what is the described outcome?,collection_new
bnss_2023_396_9_1,"Under BNSS Sec. 396(1), which actions may be taken with respect to the accused before appearance before the Magistrate?",collection_new
bnss_2023_396_9_1,"Under BNSS Sec. 396(1), the accused may be forwarded to or bailed for appearance before which official?",collection_new
bnss_2023_396_9_1,"According to BNSS Sec. 396(1), how is the case expected to be disposed of, and by whom?",collection_new
bnss_2023_396_9_1,What is the relationship between sub-section (1) and sub-section (2) in BNSS Sec. 396?,collection_new
bnss_2023_396_9_1,What is the statute name and section number shown in this excerpt?,collection_new
bnss_2023_377_1_0,"According to BNSS, §377(1), after the formal mind-state inquiry by the Commission, what two orders may the State Government issue regarding the detained person?",collection_new
bnss_2023_377_1_0,"In BNSS §378(1), what two prerequisites must a relative or friend satisfy before the person can be delivered into their care?",collection_new
bnss_2023_377_1_0,"List the three duties imposed on the recipient of a BNSS §378(1) delivery, corresponding to subsections (a), (b), and (c).",collection_new
bnss_2023_377_1_0,"Under BNSS §378(1)(c), when the person detained under sub-section (2) of §369 is delivered, before whom must they be produced when required?",collection_new
bnss_2023_377_1_0,Who conducts the formal mind-state inquiry in BNSS §377 and to whom are the findings reported?,collection_new
bnss_2023_435_0_0,BNSS 435(1) governs appeals under which two sections that abate upon the accused's death?,collection_new
bnss_2023_435_0_0,"As per CHAPTER XXIX, what event terminates an appeal filed under sections 418 and 419?",collection_new
bnss_2023_435_0_0,What is the consequence described for such appeals when the accused dies?,collection_new
bnss_2023_435_0_0,How is the abatement described in BNSS 435(1) categorized (final vs partial)?,collection_new
bnss_2023_435_0_0,In which BNSS chapter and section is the rule about abatement on the death of the accused stated?,collection_new
bnss_2023_523_4_16,"In BNSS section 134, what acts are encompassed by the offense and what is the maximum term of imprisonment?",collection_new
bnss_2023_523_4_16,BNSS section 136 mentions assault on grave and sudden provocation; what conduct is covered and what penalties may be imposed?,collection_new
bnss_2023_523_4_16,"For BNSS section 139(1), what crime involves kidnapping a child for begging, and what is the range of imprisonment and does it include a fine?",collection_new
bnss_2023_523_4_16,"Under BNSS section 140(2), what is the punishable outcome for kidnapping for ransom, including any death or life imprisonment and fines?",collection_new
bnss_2023_523_4_16,BNSS section 141 deals with importation of a girl or boy from foreign country; what is the prescribed punishment?,collection_new
bnss_2023_313_9_0,"Under BNSS §313(2), when the court issues a commission to examine a prosecution witness, who must bear the accused's reasonable expenses, including counsel fees?",collection_new
bnss_2023_313_9_0,What standard does BNSS §313(2) use to determine the amount that the prosecution must pay for the accused's expenses?,collection_new
bnss_2023_313_9_0,Which specific category of costs is explicitly mentioned as payable by the prosecution under BNSS §313(2)?,collection_new
bnss_2023_313_9_0,Which body has the authority to decide the reasonableness of the expenses to be paid by the prosecution under BNSS §313(2)?,collection_new
bnss_2023_313_9_0,What procedural action in BNSS §313(2) triggers the allocation of expenses to the prosecution?,collection_new
bnss_2023_377_4_0,"BNSS 2023, Chapter X or XVII, §377(3)(a): who must sign a complaint when the issuing Court is a High Court?",collection_new
bnss_2023_377_4_0,"BNSS 2023, Chapter X or XVII, §377(3)(b): who may sign a complaint when the issuing Court is not a High Court?",collection_new
bnss_2023_377_4_0,"BNSS 2023, Chapter X or XVII, §377(3)(b): what condition allows signing by an officer other than the presiding officer?",collection_new
bnss_2023_377_4_0,"BNSS 2023, Chapter X or XVII, §377(3): how can the Court authorise another officer to sign the complaint on its behalf?",collection_new
bnss_2023_377_4_0,"BNSS 2023, §377(3): what is the difference in signatory requirements between a High Court and other Courts?",collection_new
bnss_2023_344_1_0,"In BNSS 344(2), which two bodies are authorized to record a pardon-acceptance statement, and which sections authorize each recording?",collection_new
bnss_2023_344_1_0,"Under BNSS 344(2), what is the potential evidentiary use of a pardon-acceptance statement when recorded by a Magistrate under section 183?",collection_new
bnss_2023_344_1_0,"Under BNSS 344(2), what is the potential evidentiary use of a pardon-acceptance statement when recorded by a Court under sub-section (4) of section 343?",collection_new
bnss_2023_344_1_0,"What time window for the court's power is described in the BNSS section 344 title (i.e., when can it exercise this power)?",collection_new
bnss_2023_344_1_0,What is the effect of a pardon-acceptance statement on the person who accepted the pardon with respect to the trial?,collection_new
bnss_2023_48_0_0,"Under BNSS section 48(1), which groups of people must be informed about an arrest and the place where the arrestee is being held?",collection_new
bnss_2023_48_0_0,What timeframe is mandated for sharing arrest information under BNSS 48(1)?,collection_new
bnss_2023_48_0_0,Who may be disclosed or nominated by the arrested person to receive information about the arrest under BNSS 48(1)?,collection_new
bnss_2023_48_0_0,"Besides relatives and nominated persons, to which district-level official must the arrest information be conveyed?",collection_new
bnss_2023_48_0_0,What is the law name and section number identifying this obligation (as cited in the chunk)?,collection_new
bnss_2023_136_0_0,"In BNSS §136, which authority issues the bond or bail bond order when maintaining peace or order is deemed necessary?",collection_new
bnss_2023_136_0_0,BNSS §136(a) restricts the bond in three ways; name the aspects tied to the section 130 order that cannot be altered.,collection_new
bnss_2023_136_0_0,What two factors must guide the setting of the bond amount under BNSS §136(b)?,collection_new
bnss_2023_136_0_0,"Under BNSS §136(c), when the person under inquiry is a minor, who is authorized to execute the bond?",collection_new
bnss_2023_136_0_0,"Under BNSS §136(a), is it permissible for the security required to be of a different nature than the security specified in the section 130 order?",collection_new
bnss_2023_3_8_0,"Under BNSS §3, when the office of the Sessions Judge is vacant, which officer may the High Court appoint to dispose of urgent applications before the Court of Session?",collection_new
bnss_2023_3_8_0,"If there is no Additional Sessions Judge available, who is authorized to handle such urgent applications in the sessions division?",collection_new
bnss_2023_3_8_0,"What type of applications are covered by this High Court arrangement in BNSS §3 (i.e., the ones that may be disposed of by designated officers)?",collection_new
bnss_2023_3_8_0,Within which territorial or administrative unit must the empowered official exercise jurisdiction to deal with these urgent applications?,collection_new
bnss_2023_3_8_0,What specific condition described in BNSS §3 triggers the High Court's power to arrange disposal of urgent applications before the Court of Session?,collection_new
bnss_2023_523_4_71,What Form No. 18 is designated for the warrant to discharge a person imprisoned on failure to give security?,collection_new
bnss_2023_523_4_71,Which sections are cited as governing the Form No. 18 warrant to discharge a prisoner on failure to give security?,collection_new
bnss_2023_523_4_71,"To whom is the Form No. 18 warrant addressed, and what alternative custody officer is allowed?",collection_new
bnss_2023_523_4_71,"According to Form No. 18, what actions must the officer take with the named prisoner and the warrant, and for how long may the prisoner be kept?",collection_new
bnss_2023_523_4_71,"What happens if the security is not furnished promptly, according to the warrant?",collection_new
bnss_2023_521_0_0,"Under BNSS Sec. 521(1), who has the power to make rules, and what must these rules be consistent with?",collection_new
bnss_2023_521_0_0,"According to Sec. 521(1), name three Acts governing armed forces that the Central Government's rules must align with (provide their full titles and years).",collection_new
bnss_2023_521_0_0,"If a person accused of an offence under this Sanhita is brought before a Magistrate for a possible Court-martial trial, what must the Magistrate do with the accused and the offence statement?",collection_new
bnss_2023_521_0_0,"In the Explanation to Sec. 521(1), list four examples that fall under the term 'unit'.",collection_new
bnss_2023_521_0_0,How does the Explanation define Court-martial?,collection_new
bnss_2023_121_2_0,"Under BNSS §121(3), if the affected person pays the fine within the allowed time, what action may the Court take regarding the forfeiture declaration under §120, and what happens to the property?",collection_new
bnss_2023_121_2_0,"According to BNSS §122, what happens to transfers mentioned in an order under §117 or a notice under §119 if those transfers become null and void, and how is this treated if the property is later forfeited under §120?",collection_new
bnss_2023_121_2_0,"Per BNSS §123, how should letters of request, summons, or warrants be transmitted between the Central Government, contracting States, and the Indian courts, and who sets the required form and manner?",collection_new
bnss_2023_121_2_0,What does BNSS §124 authorize the Central Government to specify by official notification regarding the Chapter's application to contracting States with reciprocal arrangements?,collection_new
bnss_2023_121_2_0,"In BNSS Chapter IX §125(1), which courts may impose security for keeping the peace upon conviction, and at what point in the sentencing process may such security be taken?",collection_new
bnss_2023_219_4_0,"Under BNSS §219(5), if a document claims to be an authorisation and complies with sub-section (4), what is its presumption status unless evidence to the contrary is provided?",collection_new
bnss_2023_219_4_0,How does BNSS §219(5) affect the evidentiary reception of such documents—are they automatically received in evidence or require additional proof?,collection_new
bnss_2023_219_4_0,What must be proven to defeat the presumption of genuineness for documents described in BNSS §219(5)?,collection_new
bnss_2023_219_4_0,The presumption in BNSS §219(5) applies to documents that comply with provisions of which sub-section?,collection_new
bnss_2023_219_4_0,What are the two types of documents mentioned in BNSS §219(5) that are presumed genuine and admitted in evidence?,collection_new
bnss_2023_103_11_0,"BNSS Sec. 103(4) requires the court or magistrate to consider three inputs before attaching property; what are these inputs (explanation to the show-cause, material facts, and what else)?",collection_new
bnss_2023_103_11_0,"Under BNSS Sec. 103(4), what is the consequence if the person does not appear within fourteen days after the show-cause notice?",collection_new
bnss_2023_103_11_0,"According to BNSS Sec. 103(4), which properties are eligible for attachment?",collection_new
bnss_2023_103_11_0,Who is empowered to pass the attachment order under BNSS Sec. 103(4)?,collection_new
bnss_2023_103_11_0,What procedural safeguard must be offered to the person before an attachment order is issued under BNSS Sec. 103(4)?,collection_new
bnss_2023_365_6_0,"In BNSS 365(3), what action may a Magistrate take with the person while the examination and inquiry are pending?",collection_new
bnss_2023_365_6_0,BNSS 365(3) directs the Magistrate to act in accordance with the provisions of which section?,collection_new
bnss_2023_365_6_0,"During the pendency of examination and inquiry, which BNSS section governs how the Magistrate may deal with the person?",collection_new
bnss_2023_365_6_0,The text states the Magistrate's action is to be in accordance with section 369. What is the significance of this cross-reference?,collection_new
bnss_2023_365_6_0,"According to the metadata, under which chapters of the Bharatiya Nyaya Sanhita, 2023 does section 365 fall?",collection_new
bnss_2023_518_0_0,"Under BNSS §518, what type of offence triggers a fresh limitation period to begin?",collection_new
bnss_2023_518_0_0,"According to BNSS §518, when does the fresh period of limitation commence for a continuing offence?",collection_new
bnss_2023_518_0_0,"In BNSS CHAPTER XXIX, section 518, is the limitation period reset at the start of the offence or at each moment the offence continues?",collection_new
bnss_2023_518_0_0,What is the exact section number and its title that address the rule about starting a new limitation period for a continuing offence in BNSS?,collection_new
bnss_2023_518_0_0,What is the abbreviation of the law name in the provided text that contains section 518?,collection_new
bnss_2023_21_6_0,"Under BNSS Section 21(2), when does an order take effect?",collection_new
bnss_2023_21_6_0,"If a government officer is promoted to an equal or higher post within the same State Government, what must they do in the local area?",collection_new
bnss_2023_21_6_0,What can override the obligation to exercise the same powers in the local area after such a transfer?,collection_new
bnss_2023_21_6_0,Which authorities have the power to issue such overriding directions?,collection_new
bnss_2023_21_6_0,What is the law name (abbreviation) associated with this chunk's Section 21?,collection_new
bnss_2023_356_0_0,"Under BNSS 356(1), what happens to a proclaimed offender's right to be present at trial when they abscond and there is no immediate prospect of arrest?",collection_new
bnss_2023_356_0_0,What must the Court record in writing before proceeding with a trial in absentia under BNSS 356(1)?,collection_new
bnss_2023_356_0_0,"How is the trial conducted in absentia under BNSS 356(1) in relation to the trial in which the offender is present, and what is the effect on judgment?",collection_new
bnss_2023_356_0_0,What time-based condition must lapse from the date of framing the charge before the court can commence the absentia trial under BNSS 356(1)?,collection_new
bnss_2023_356_0_0,"What is the scope of the non obstante clause in BNSS 356(1) with respect to the Sanhita and other laws, and what practical effect does this have for proclaimed offenders who have absconded?",collection_new
bnss_2023_164_1_0,"According to BNSS §164(2), which categories are included in the term 'land or water' (name all items listed)?",collection_new
bnss_2023_164_1_0,Does BNSS §164(2) include rents or profits derived from property as part of the definition of 'land or water'?,collection_new
bnss_2023_164_1_0,Is 'markets' included in the expanded meaning of 'land or water' under BNSS §164(2)?,collection_new
bnss_2023_164_1_0,Are crops or other produce of land encompassed by BNSS §164(2)'s expansion of the term 'land or water'?,collection_new
